Year,Team,Adj OE,Adj DE,Barthag,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,PAKE,PASE,Talent,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS
2008,Providence,109.624,100.147,0.739,15,31,51.5,50.3,32.3,37.1,21.1,22.0,36.6,36.4,68.0,48.9,49.4,37.6,34.7,9.0,10.0,55.9,57.7,35.0,33.7,65.959,77.059,80.589,1.583,0.0,0.0,41.818,68.0,74.2,1.056,1.049,31.851
2008,George Mason,108.815,99.446,0.738,23,34,52.3,47.5,39.8,27.0,18.7,18.4,32.0,27.9,63.3,52.4,46.4,34.7,33.2,8.7,7.5,53.8,51.2,33.2,33.1,62.029,76.226,78.876,1.976,-0.4,-0.507,13.842,70.3,71.7,1.082,0.976,14.226
2008,Miami OH,106.967,97.987,0.733,17,33,51.5,48.6,30.9,30.9,20.0,20.3,31.1,33.2,59.4,50.6,48.0,35.6,33.2,9.8,8.2,54.4,46.6,31.8,33.9,58.047,76.348,78.628,1.898,0.0,0.0,1.285,70.1,66.3,1.033,1.001,25.508
2008,Texas Tech,106.022,97.242,0.73,15,30,50.2,51.0,47.6,34.8,19.9,21.8,26.3,33.0,69.8,48.4,48.8,36.7,36.8,6.6,8.9,52.3,46.7,26.7,34.0,68.305,76.422,79.815,1.723,0.0,0.0,23.317,70.4,69.0,1.0,1.003,32.922
2008,Charlotte,103.264,94.721,0.73,20,34,47.1,49.0,41.7,41.2,20.6,24.3,33.3,32.9,69.1,44.0,47.4,34.4,34.2,10.7,12.8,56.2,56.9,40.6,39.4,67.155,76.235,79.494,1.363,0.0,0.0,25.436,67.3,69.2,1.001,0.969,23.471
2008,Georgia,103.886,95.553,0.723,16,33,47.8,48.1,32.1,33.6,21.8,19.0,37.2,31.6,67.1,47.1,49.1,32.9,30.9,9.2,9.9,47.0,52.2,31.4,35.0,64.928,77.164,81.014,1.677,-0.3,-0.158,57.893,67.4,64.8,1.002,0.994,29.278
2008,New Mexico St.,107.575,99.328,0.714,20,34,52.4,49.6,39.0,33.2,21.9,21.6,41.2,29.4,72.6,52.5,46.7,34.8,36.3,8.3,8.2,51.9,53.0,28.8,37.3,69.682,77.103,80.039,1.79,0.0,0.0,35.626,63.9,69.1,1.079,0.987,19.043
2008,San Diego St.,103.625,95.787,0.712,19,32,49.1,50.5,36.6,33.0,20.9,23.1,32.8,28.0,65.6,48.9,49.3,33.0,35.2,7.2,8.6,53.4,54.6,30.7,35.0,64.423,76.72,79.835,1.461,0.0,0.0,43.598,68.2,67.2,1.005,0.959,22.431
2008,Western Michigan,106.111,98.409,0.704,20,32,49.7,46.7,47.6,41.5,22.0,19.4,36.1,29.4,65.2,47.0,45.3,36.1,32.9,6.8,10.4,49.3,54.5,37.6,36.3,64.305,75.484,78.616,2.056,0.0,0.0,16.696,75.3,70.9,1.054,0.983,15.859
2008,Siena,107.644,99.96,0.701,23,34,50.5,51.8,36.3,25.4,15.5,23.9,31.4,36.5,69.9,48.1,49.5,37.4,37.6,9.1,8.6,52.3,53.1,30.4,34.2,67.448,75.72,79.22,1.3,0.5,0.75,10.689,68.9,64.4,1.088,1.008,15.133
2008,South Carolina,108.67,100.928,0.701,14,32,50.4,51.1,22.6,27.5,15.5,21.9,30.7,37.3,67.9,48.1,50.9,36.4,34.4,9.3,8.5,47.9,55.3,34.7,34.5,65.385,76.108,79.575,1.234,0.0,0.0,56.751,68.0,70.4,1.061,1.044,27.009
2008,UCF,108.481,100.802,0.699,16,31,51.7,48.2,37.2,42.2,20.3,21.7,34.1,33.4,67.4,50.2,46.8,36.3,33.6,10.5,10.6,59.5,54.3,36.4,39.0,65.057,76.289,79.884,2.26,0.0,0.0,16.92,71.1,69.4,1.062,1.001,19.593
2008,Boston College,108.393,100.863,0.696,14,31,50.9,49.6,39.7,28.8,22.5,17.9,35.4,35.7,68.3,49.6,48.5,36.0,34.6,14.4,11.1,59.0,53.3,30.0,30.5,64.397,77.605,81.079,1.206,0.0,0.0,54.826,69.0,66.5,1.033,1.051,30.839
2008,Cal St. Fullerton,109.917,102.619,0.688,23,32,54.2,52.7,32.3,32.9,18.3,23.6,32.6,30.2,73.0,52.3,51.2,38.4,37.0,3.6,6.6,51.4,56.4,35.8,33.4,72.485,74.088,77.259,2.639,-0.2,-0.158,11.126,70.2,67.4,1.114,0.994,12.406
2008,LSU,104.631,97.686,0.688,12,30,48.3,47.8,29.3,28.0,20.3,19.5,32.0,35.7,68.1,48.4,46.1,32.2,34.3,14.9,9.9,47.3,49.0,34.8,31.7,66.09,78.816,81.853,1.388,0.0,0.0,44.487,74.8,66.9,1.0,1.01,26.83
2008,Southern Miss,107.535,100.42,0.687,15,29,47.5,49.9,48.6,43.2,19.4,19.2,36.1,28.1,66.3,47.3,49.2,32.1,34.3,7.5,9.1,45.3,50.5,22.1,32.6,63.644,76.441,80.138,1.289,0.0,0.0,26.671,70.7,68.1,1.044,1.015,24.76
2008,N.C. State,107.274,100.46,0.68,15,31,51.1,47.3,47.4,26.6,22.5,16.0,30.3,35.4,66.4,50.8,44.6,34.6,36.3,10.7,10.0,59.2,44.9,32.4,28.0,62.92,79.482,82.306,1.316,0.0,0.0,76.528,71.9,70.9,1.01,1.046,32.267
2008,Ohio,107.321,100.537,0.679,20,33,51.9,51.5,39.6,34.4,21.6,22.0,35.0,30.8,64.5,51.4,50.1,35.2,35.5,6.6,8.0,63.1,58.4,38.5,43.3,63.667,76.528,79.451,2.088,0.0,0.0,3.357,71.4,67.5,1.049,1.008,18.967
2008,UTEP,105.022,98.456,0.678,19,33,48.8,49.4,45.7,49.0,17.9,23.3,30.7,30.5,73.4,48.5,47.3,33.0,35.4,7.9,7.0,51.6,57.9,33.2,36.0,71.547,77.942,80.915,1.581,0.0,0.0,0.2,65.7,68.8,1.029,0.983,21.946
2008,DePaul,111.743,105.096,0.669,11,30,49.6,53.5,30.8,28.3,17.5,19.6,33.6,36.4,68.5,47.4,49.5,35.8,40.8,7.2,8.4,52.6,63.0,35.3,34.0,66.172,77.262,80.706,1.848,0.0,0.0,70.884,64.8,72.5,1.055,1.102,32.152
2008,Cincinnati,103.646,97.541,0.668,13,32,47.1,49.2,32.8,46.1,21.2,18.1,35.3,29.1,65.1,45.9,48.5,32.8,33.7,7.0,7.8,55.4,55.9,35.6,37.2,63.829,77.131,80.378,1.799,0.0,0.0,38.746,66.5,68.2,0.984,1.032,33.093
2008,Cleveland St.,101.236,95.313,0.667,19,32,47.6,47.7,39.1,43.3,21.2,21.7,34.2,30.7,65.9,48.3,47.5,30.4,32.1,9.8,9.0,51.1,54.9,27.6,32.8,65.228,76.43,79.347,1.764,0.0,0.0,10.322,70.0,69.7,0.996,0.97,19.781
2008,Nevada,107.774,101.577,0.664,20,32,53.0,47.5,36.9,32.1,20.0,17.4,32.7,32.4,69.3,52.4,44.9,36.3,36.0,13.5,5.7,52.6,53.8,28.9,28.6,67.239,78.57,82.366,1.538,0.0,0.0,3.114,71.5,67.7,1.075,1.017,16.533
2008,South Florida,106.285,100.217,0.663,12,31,48.8,48.7,43.0,33.9,20.2,18.4,35.9,33.8,66.7,48.5,46.8,33.0,35.2,9.0,13.0,62.8,58.9,29.5,31.5,63.891,77.155,80.125,1.297,0.0,0.0,14.588,63.8,65.3,1.028,1.029,26.27
2008,Stephen F. Austin,105.756,99.732,0.662,22,28,51.1,45.1,40.6,34.3,19.1,21.7,32.7,31.1,61.8,48.1,44.1,38.0,31.8,9.0,10.7,55.4,47.8,34.1,27.4,58.217,74.761,79.38,1.843,0.0,0.0,0.729,67.9,68.3,1.057,0.931,10.389
2008,UNC Greensboro,107.273,101.209,0.661,19,31,52.6,50.1,40.1,24.3,21.4,22.3,35.1,35.2,66.2,51.9,48.0,35.8,36.1,11.8,10.6,58.4,52.8,38.7,34.0,64.652,75.208,77.702,1.791,0.0,0.0,1.453,67.4,67.6,1.07,1.005,17.587
2008,Winthrop,97.126,91.662,0.661,20,32,49.6,46.6,35.6,33.6,19.8,23.3,33.2,29.2,63.8,46.7,46.7,37.2,31.0,11.7,7.1,54.5,60.2,31.9,42.3,61.812,76.006,79.42,1.963,-0.2,-0.25,4.133,59.3,69.6,1.005,0.925,16.981
2008,San Diego,100.76,95.175,0.658,21,35,49.4,49.0,35.7,33.7,21.4,22.7,32.1,30.5,65.7,48.8,48.3,33.9,33.7,8.2,10.3,55.1,52.3,26.9,29.2,63.567,75.81,78.897,1.019,0.7,0.75,3.734,66.6,67.1,0.981,0.956,21.412
2008,Seton Hall,109.506,103.464,0.658,17,32,48.0,51.1,36.7,39.3,16.9,21.4,33.7,38.4,71.1,46.6,48.8,33.8,37.0,12.6,11.6,49.2,53.4,33.7,34.7,69.569,76.169,79.336,1.576,0.0,0.0,62.316,71.6,67.6,1.056,1.064,26.994
2008,Colorado,104.214,98.653,0.653,11,31,50.7,49.8,35.0,33.6,21.3,20.3,26.6,33.5,62.4,50.5,48.1,34.0,35.5,12.4,9.0,59.6,57.8,35.1,33.6,61.013,77.207,78.513,1.7,0.0,0.0,21.924,68.3,68.6,0.983,1.026,32.98
2008,Iowa St.,100.529,95.168,0.653,13,31,46.8,47.2,33.5,27.8,20.2,18.1,28.2,31.6,65.2,47.0,44.3,31.1,36.0,9.5,9.0,55.1,47.7,35.0,30.0,64.165,78.457,81.771,1.562,0.0,0.0,49.488,72.0,68.9,0.96,0.998,32.174
2008,Illinois Chicago,103.888,98.4,0.651,17,32,50.3,48.2,32.6,26.7,19.9,20.0,31.3,30.8,65.6,46.5,46.0,38.5,34.6,13.0,6.9,53.9,58.0,33.3,37.1,65.815,76.632,80.757,1.751,0.0,0.0,22.694,71.9,70.6,1.023,0.987,18.592
2008,Wright St.,102.942,97.557,0.65,21,31,51.9,48.2,35.2,29.6,20.5,20.0,30.0,30.5,60.3,48.4,45.2,38.8,35.1,5.7,8.2,53.6,55.4,35.4,40.9,59.552,76.877,78.955,1.518,0.0,0.0,21.796,67.6,66.8,1.027,0.988,15.552
2008,Old Dominion,106.338,100.842,0.648,18,34,48.3,47.8,27.2,30.3,20.1,21.6,38.1,34.3,64.0,47.3,45.6,33.5,34.6,13.8,7.8,59.6,56.3,32.0,35.5,62.855,77.021,80.927,1.552,0.0,0.0,7.958,66.6,70.5,1.026,0.992,19.902
2008,Portland St.,107.566,102.67,0.631,21,31,54.4,50.6,37.8,34.9,20.8,21.4,34.1,31.7,67.2,50.8,49.7,39.7,34.8,9.3,6.4,61.1,55.2,41.2,33.8,66.396,75.471,80.158,2.061,-0.1,-0.013,1.355,67.2,71.8,1.084,1.013,16.214
2008,Utah St.,113.126,108.028,0.63,23,34,57.4,50.0,36.9,28.9,21.4,17.6,34.1,32.1,65.1,56.3,47.5,40.1,36.6,7.0,8.5,67.1,54.4,28.4,34.0,63.14,76.514,79.826,1.844,0.0,0.0,6.436,78.7,70.0,1.132,1.051,11.816
2008,Northern Iowa,105.263,100.598,0.627,17,31,50.0,47.0,43.6,30.3,19.8,16.8,25.3,28.2,60.1,49.6,42.4,33.9,36.4,9.9,6.7,56.2,51.9,34.9,38.0,59.346,76.6,80.007,1.707,0.0,0.0,7.697,72.8,72.7,1.011,1.003,20.791
2008,Michigan,102.798,98.545,0.619,10,32,45.8,51.5,28.4,27.5,19.9,21.0,33.7,35.0,64.6,45.2,48.4,31.2,38.0,13.9,9.6,55.0,60.7,40.7,35.1,64.594,77.436,80.697,1.242,0.0,0.0,65.959,70.6,68.5,0.97,1.047,33.878
2008,Penn St.,107.157,102.751,0.618,15,31,48.3,51.9,32.1,29.1,19.7,20.7,36.3,32.6,63.5,46.7,50.8,34.0,35.7,6.6,11.0,57.0,61.9,38.6,39.6,63.781,76.722,80.278,1.377,0.0,0.0,33.768,62.2,70.2,1.017,1.042,28.647
2008,Valparaiso,106.633,102.413,0.614,20,34,52.9,49.6,34.6,38.1,19.7,18.6,27.3,29.7,66.2,49.8,48.0,38.0,35.0,6.4,11.4,57.0,49.7,44.1,34.7,65.697,76.911,80.013,1.835,0.0,0.0,10.341,67.5,68.3,1.04,1.024,20.627
2008,North Texas,105.304,101.575,0.602,17,28,51.9,48.9,40.6,39.0,21.7,19.8,35.3,29.7,69.9,48.8,47.6,39.5,34.2,8.1,9.0,41.9,46.6,29.7,34.9,68.194,76.163,80.002,1.856,0.0,0.0,29.965,72.5,71.4,1.067,1.006,12.347
2008,Cornell,108.284,104.471,0.602,21,27,55.4,49.1,33.8,34.6,19.9,20.9,28.6,31.3,69.0,52.5,46.3,40.4,36.5,7.9,7.8,55.2,55.1,35.4,33.7,68.13,76.504,80.318,1.552,-0.2,-0.158,1.326,76.1,69.8,1.093,1.0,12.374
2008,Rider,107.039,103.272,0.602,23,34,54.8,49.1,38.2,30.6,20.0,19.8,34.5,30.7,70.4,52.8,47.5,39.6,34.4,12.7,7.7,55.6,54.2,31.0,39.0,68.808,77.096,80.596,1.394,0.0,0.0,7.37,64.2,68.9,1.086,0.999,11.663
2008,Auburn,109.336,105.569,0.599,14,30,52.5,55.8,31.5,28.1,20.0,22.2,31.9,32.5,67.9,53.5,55.4,34.0,37.5,7.5,10.6,58.3,56.2,39.7,41.0,65.532,76.585,78.918,1.947,0.0,0.0,46.058,66.9,67.8,1.051,1.072,23.986
2008,North Dakota St.,105.729,102.174,0.597,14,27,51.9,49.4,40.1,36.7,20.0,18.6,33.6,28.0,69.1,48.9,48.0,39.4,35.8,6.2,8.6,54.6,47.6,29.3,25.3,67.337,76.611,79.729,1.455,0.0,0.0,0.2,75.0,73.7,1.08,1.017,14.439
2008,UC Santa Barbara,100.315,96.951,0.597,22,31,52.0,49.8,34.6,42.2,21.0,26.8,27.6,33.8,67.7,47.3,51.5,40.7,31.3,7.2,7.2,60.6,53.4,34.2,36.9,65.442,76.821,80.181,1.986,0.0,0.0,1.297,74.8,67.2,1.024,0.953,14.375
2008,Marshall,105.872,102.357,0.596,14,28,47.1,50.9,43.5,38.9,20.0,21.8,37.1,33.0,64.4,47.2,49.6,31.3,35.6,7.7,8.9,53.1,54.0,33.3,32.9,63.018,75.88,78.975,1.693,0.0,0.0,20.657,69.0,67.5,1.024,1.024,19.957
2008,Indiana St.,104.636,101.237,0.594,14,30,47.6,51.2,36.6,41.2,19.9,21.7,30.9,33.4,64.1,46.9,50.5,32.4,35.1,9.6,9.7,55.4,55.6,39.3,33.4,64.466,75.346,78.461,1.553,0.0,0.0,4.979,74.8,68.6,0.999,1.039,25.515
2008,Boise St.,106.61,103.155,0.594,24,33,57.1,50.3,39.7,33.6,21.2,19.5,30.4,29.4,72.7,56.2,49.1,39.2,35.2,5.5,8.4,60.5,49.6,35.6,32.1,71.24,76.999,79.898,2.32,-0.1,-0.158,1.289,66.2,70.5,1.083,1.024,13.468
2008,Iowa,97.715,94.589,0.592,13,32,50.0,46.4,36.0,30.3,26.1,19.1,29.7,29.0,60.0,48.3,44.5,34.7,33.2,9.7,9.3,63.8,60.5,44.0,36.1,59.397,78.063,81.546,1.756,0.0,0.0,28.725,64.9,68.3,0.93,0.963,27.056
2008,Robert Morris,102.387,99.611,0.578,26,34,53.0,50.0,27.7,39.1,23.3,26.1,35.2,31.8,71.5,51.2,52.0,37.5,31.2,6.8,8.4,64.1,56.3,37.0,38.3,68.998,74.962,77.95,1.896,0.0,0.0,2.826,72.6,69.1,1.044,0.954,9.341
2008,Cal St. Northridge,101.008,98.395,0.575,19,29,52.2,47.8,32.6,51.1,21.5,24.5,31.8,31.5,74.9,50.3,48.8,37.3,30.8,8.8,6.2,53.6,55.9,33.6,35.6,72.358,76.048,79.962,2.328,0.0,0.0,7.885,69.1,67.6,1.03,0.955,12.645
2008,Sam Houston St.,96.311,93.852,0.574,19,27,47.7,44.4,39.0,38.0,22.7,22.6,33.9,27.9,69.7,48.1,43.3,31.3,31.3,8.7,8.9,72.4,59.7,33.9,32.6,67.129,75.275,79.049,2.427,0.0,0.0,0.512,65.1,62.4,0.964,0.888,8.833
2008,Georgia Southern,104.855,102.256,0.572,18,30,49.9,50.3,34.3,41.2,19.9,22.2,37.1,33.0,70.5,49.1,48.7,34.5,35.5,10.9,7.6,55.9,52.5,28.7,34.4,68.904,75.736,79.253,2.035,0.0,0.0,9.828,66.3,69.6,1.047,1.017,15.53
2008,UMBC,111.119,108.423,0.57,23,32,51.9,50.8,33.5,28.4,13.6,17.7,31.8,33.6,65.4,49.0,49.0,38.4,36.1,9.1,8.6,57.4,53.1,33.0,35.7,64.365,75.216,78.702,2.201,-0.1,-0.105,10.4,73.3,73.1,1.119,1.05,13.127
2008,St. John's,96.967,94.834,0.564,11,30,45.8,49.5,35.0,40.3,22.9,21.5,32.7,30.6,66.5,44.1,48.6,33.3,34.3,8.7,9.5,52.8,53.3,29.0,31.6,64.381,76.69,80.419,0.739,0.0,0.0,52.937,66.3,68.7,0.93,0.995,31.163
2008,Brown,106.951,104.612,0.563,19,29,55.8,51.2,47.1,25.9,20.5,20.2,24.3,30.3,62.7,52.1,49.9,40.8,35.5,7.3,10.2,63.8,58.8,40.9,38.3,61.412,76.437,78.637,1.763,0.0,0.0,10.26,74.6,70.7,1.085,1.022,12.471
2008,Air Force,99.461,97.298,0.563,14,28,52.1,48.7,45.5,35.4,21.5,23.0,19.4,30.5,58.5,48.7,44.4,37.5,36.1,6.9,11.7,64.4,63.2,44.7,44.6,56.85,77.16,79.122,2.047,0.0,0.0,5.418,69.4,69.5,0.976,0.971,20.555
2008,La Salle,107.283,105.083,0.559,14,31,51.1,51.9,37.3,33.5,22.5,19.4,36.0,31.1,71.0,46.7,51.8,39.6,34.7,7.2,14.2,55.6,56.6,34.4,31.0,68.868,77.256,79.101,1.365,0.0,0.0,0.2,69.2,71.4,1.035,1.055,20.317
2008,Richmond,100.127,98.096,0.559,16,31,50.6,50.6,30.1,45.2,21.8,25.3,25.8,34.0,64.6,49.1,50.3,35.2,34.2,11.3,9.6,58.8,55.4,38.4,37.2,62.47,77.578,80.275,1.07,0.0,0.0,31.502,70.4,72.8,0.968,1.003,21.28
2008,Belmont,106.625,104.703,0.552,24,33,53.2,51.9,33.8,35.6,20.4,22.4,33.5,30.5,71.9,52.1,51.9,36.3,34.6,4.9,10.1,62.4,52.9,47.1,34.4,69.536,76.408,78.818,1.738,-0.1,-0.105,12.009,69.8,70.3,1.082,1.016,11.457
2008,Niagara,105.788,103.961,0.55,19,29,47.0,48.7,44.7,35.7,18.2,21.3,36.9,36.6,71.4,46.5,48.7,31.8,32.4,9.0,12.7,51.4,49.3,40.3,32.3,69.53,75.317,78.293,1.766,0.0,0.0,11.854,72.7,68.6,1.068,1.02,11.043
2008,Oakland,110.689,108.79,0.55,15,29,49.2,53.9,41.4,34.8,19.4,21.0,41.3,35.2,69.0,47.2,52.3,36.0,38.1,10.2,8.4,49.8,54.9,29.0,32.8,67.593,77.36,81.578,1.382,0.0,0.0,0.216,70.9,74.6,1.103,1.087,16.259
2008,Wichita St.,103.541,101.796,0.549,11,31,47.3,50.6,37.2,35.8,22.7,19.0,37.3,27.0,61.7,47.9,45.6,30.8,39.0,9.4,9.5,57.2,57.4,36.1,39.0,60.963,76.462,79.326,1.931,0.0,0.0,5.427,67.5,71.8,0.997,1.026,20.576
2008,Green Bay,105.865,104.105,0.548,15,30,51.1,50.2,35.5,36.6,20.3,19.6,31.5,34.4,66.0,49.6,48.4,36.7,35.5,9.0,10.5,47.6,52.4,27.7,37.2,65.687,77.111,80.726,1.363,0.0,0.0,18.679,73.8,68.0,1.038,1.053,21.063
2008,Pacific,106.073,104.377,0.546,20,30,56.1,50.3,44.0,36.8,22.6,20.1,32.2,27.8,65.8,53.8,48.5,40.0,35.5,5.7,7.0,56.3,51.8,36.9,37.5,63.875,76.633,80.029,1.736,0.0,0.0,4.714,67.8,70.9,1.077,1.01,10.56
2008,Northeastern,101.507,100.141,0.539,14,31,46.7,49.5,36.4,34.1,20.7,22.0,34.8,33.1,63.0,46.6,49.0,31.3,33.8,8.4,10.6,53.1,55.2,31.6,31.4,61.932,78.207,80.492,1.095,0.0,0.0,7.626,73.0,70.9,0.997,1.001,17.84
2008,Fordham,102.55,101.217,0.538,11,28,48.7,50.9,36.1,34.0,20.2,20.7,31.0,34.1,64.3,48.9,50.0,32.2,35.5,9.2,8.1,59.5,54.2,40.1,29.0,61.853,77.248,79.634,2.29,0.0,0.0,5.298,66.8,70.5,0.998,1.041,24.237
2008,Saint Louis,99.649,98.485,0.534,15,30,48.9,48.6,36.2,31.3,20.4,18.0,23.8,28.2,60.3,46.5,45.6,35.9,36.4,7.7,10.4,60.1,51.7,33.8,32.8,59.116,75.766,78.777,2.216,0.0,0.0,17.973,72.3,70.0,0.963,1.007,22.13
2008,Marist,104.467,103.432,0.529,18,32,51.7,47.4,36.0,36.9,20.3,18.1,33.5,32.7,65.9,48.6,46.1,37.8,33.5,7.2,13.3,48.1,43.5,38.2,32.4,63.703,76.424,79.239,1.871,0.0,0.0,19.753,64.8,72.6,1.045,1.028,13.404
2008,American,106.188,105.245,0.526,21,33,52.2,47.7,41.3,38.9,22.5,19.7,32.9,30.0,61.7,46.2,45.0,40.8,35.0,8.2,13.2,55.9,54.6,40.2,35.6,61.007,75.098,79.072,2.066,-0.2,-0.105,10.824,73.9,73.7,1.051,1.006,12.947
2008,Appalachian St.,104.606,103.693,0.525,17,30,54.5,47.8,36.0,31.1,22.3,18.6,31.2,33.7,67.5,52.5,45.2,38.5,35.1,12.2,7.0,53.6,49.4,36.9,34.7,65.634,76.128,79.687,1.826,0.0,0.0,1.323,68.5,67.3,1.049,1.019,14.994
2008,Northern Arizona,104.435,103.601,0.523,19,30,54.6,50.1,46.7,37.9,22.5,20.3,30.0,27.8,67.8,52.7,46.0,39.0,37.8,6.6,10.3,63.5,57.8,33.0,37.9,66.419,76.96,80.281,1.99,0.0,0.0,3.85,71.6,69.8,1.053,1.007,13.168
2008,Santa Clara,98.937,98.297,0.519,13,29,54.1,48.2,37.2,33.4,26.2,20.0,29.9,28.9,62.0,52.0,44.7,38.8,36.6,10.5,9.8,63.3,59.6,33.3,34.5,60.049,77.004,80.46,1.826,0.0,0.0,0.673,70.2,72.9,0.991,0.988,18.824
2008,UNC Wilmington,106.859,106.459,0.511,20,33,53.7,49.7,32.5,31.9,22.4,18.0,33.9,31.9,67.9,53.3,48.7,36.2,34.4,6.7,6.7,54.1,50.1,34.8,34.2,67.152,76.953,80.848,2.043,0.0,0.0,8.052,75.6,68.2,1.062,1.044,13.62
2008,UC Irvine,103.168,103.136,0.501,17,33,51.7,53.4,34.0,37.5,19.2,22.0,26.6,28.1,65.0,50.0,52.3,36.5,36.8,6.6,7.5,50.1,54.2,34.8,35.5,62.98,75.613,78.974,2.07,0.0,0.0,6.113,74.7,71.5,1.032,1.013,13.632
2008,Milwaukee,99.612,99.64,0.499,13,29,44.8,50.5,35.6,36.5,18.4,19.4,32.1,28.5,67.5,44.0,49.8,30.8,34.8,7.5,9.9,52.8,49.9,36.2,28.9,67.723,75.575,78.533,2.013,0.0,0.0,22.689,67.9,69.8,0.973,1.014,19.585
2008,Lamar,107.438,107.539,0.497,15,26,52.5,53.9,36.6,38.7,20.3,25.7,32.6,34.6,72.7,50.1,52.8,37.8,37.7,7.2,9.5,58.0,55.7,35.8,30.0,69.62,74.831,78.272,2.419,0.0,0.0,6.677,66.1,71.3,1.056,1.024,11.425
2008,Tulane,100.454,100.674,0.494,16,31,48.9,46.9,43.5,37.8,22.5,20.4,31.4,35.9,66.2,48.8,45.1,32.7,33.5,14.6,8.4,55.9,54.1,27.7,34.7,63.795,76.684,79.572,1.824,0.0,0.0,22.037,70.5,70.3,0.984,1.01,20.24
2008,Austin Peay,103.085,103.556,0.487,24,35,51.7,54.2,44.3,32.7,18.3,24.3,30.2,32.7,67.3,48.4,53.0,38.2,37.4,6.6,9.8,58.6,60.6,37.3,40.0,65.521,75.766,78.289,2.203,-0.1,-0.105,9.068,71.4,69.4,1.078,1.031,11.599
2008,Chattanooga,100.084,100.549,0.487,16,29,51.6,50.0,46.7,29.4,25.0,20.0,35.2,28.8,73.0,53.1,48.2,32.9,34.6,7.8,9.5,57.0,63.5,39.9,47.4,72.219,76.317,80.548,2.125,0.0,0.0,10.057,65.8,72.2,1.009,1.01,16.727
2008,Charleston,104.644,105.202,0.485,16,33,52.7,49.8,27.3,26.6,20.3,17.7,31.0,32.8,68.0,52.1,48.6,35.6,34.9,9.2,8.3,47.1,51.8,38.2,31.3,66.167,76.705,79.725,0.964,0.0,0.0,1.968,69.5,71.3,1.05,1.048,16.016
2008,George Washington,100.165,100.737,0.484,9,26,47.2,49.5,31.1,38.2,22.8,20.1,35.0,34.4,65.5,46.1,48.6,32.8,33.8,10.7,9.4,54.6,64.9,36.2,42.9,63.813,77.311,80.159,1.574,0.0,0.0,41.225,68.6,67.6,0.968,1.042,24.774
2008,Loyola MD,105.876,106.687,0.478,19,33,50.3,48.3,39.1,43.6,21.2,18.2,35.9,34.4,67.8,47.1,47.1,36.8,33.7,8.4,12.7,59.4,49.2,39.4,33.2,65.979,75.541,79.397,1.973,0.0,0.0,26.166,77.0,68.3,1.054,1.041,14.535
2008,Middle Tennessee,103.542,104.365,0.477,16,31,51.6,51.7,41.4,46.4,22.0,20.5,29.9,31.0,65.2,50.5,51.3,36.1,34.9,6.8,6.7,50.5,51.6,29.7,38.1,62.425,76.744,79.93,1.532,0.0,0.0,25.34,71.2,73.2,1.021,1.06,16.857
